CTE, steer-value, p-term, i-term, d-term
-0.0891,0.0073,-0.0891,426.2600,-0.0244
-0.1140,0.0105,-0.1140,426.1460,-0.0249
-0.1393,0.0136,-0.1393,426.0067,-0.0253
-0.1649,0.0166,-0.1649,425.8418,-0.0256
-0.1908,0.0196,-0.1908,425.6510,-0.0259
-0.2167,0.0221,-0.2167,425.4343,-0.0259
-0.2686,0.0712,-0.2686,425.1657,-0.0519
-0.2944,0.0293,-0.2944,424.8713,-0.0258
-0.3196,0.0307,-0.3196,424.5517,-0.0252
-0.3443,0.0323,-0.3443,424.2074,-0.0247
-0.3681,0.0330,-0.3681,423.8393,-0.0238
-0.3912,0.0341,-0.3912,423.4481,-0.0231
-0.4137,0.0352,-0.4137,423.0344,-0.0225
-0.4350,0.0353,-0.4350,422.5994,-0.0213
-0.4494,0.0250,-0.4494,422.1500,-0.0144
-0.5343,0.1529,-0.5343,421.6157,-0.0849
-0.8513,0.5777,-0.8513,420.7644,-0.3170
-0.5893,-0.4314,-0.5893,420.1751,0.2620
-0.4823,-0.1781,-0.4823,419.6928,0.1070
-0.3926,-0.1571,-0.3926,419.3002,0.0897
-0.3187,-0.1373,-0.3187,418.9815,0.0739
-0.2589,-0.1189,-0.2589,418.7226,0.0598
-0.2102,-0.1047,-0.2102,418.5124,0.0487
-0.1693,-0.0953,-0.1693,418.3431,0.0409
-0.1327,-0.0914,-0.1327,418.2104,0.0366
-0.0972,-0.0929,-0.0972,418.1132,0.0355
-0.0624,-0.0950,-0.0624,418.0508,0.0348
-0.0284,-0.0969,-0.0284,418.0224,0.0340
0.0045,-0.0982,0.0045,418.0269,0.0329
0.0364,-0.0995,0.0364,418.0633,0.0319
0.0968,-0.1537,0.0968,418.1601,0.0604
0.1251,-0.1018,0.1251,418.2852,0.0283
0.1515,-0.1011,0.1515,418.4367,0.0264
0.1761,-0.1004,0.1761,418.6128,0.0246
0.1991,-0.0999,0.1991,418.8119,0.0230
0.2204,-0.0991,0.2204,419.0323,0.0213
0.2401,-0.0982,0.2401,419.2724,0.0197
0.2581,-0.0971,0.2581,419.5305,0.0180
0.2888,-0.1216,0.2888,419.8193,0.0307
0.3013,-0.0919,0.3013,420.1206,0.0125
0.3118,-0.0895,0.3118,420.4324,0.0105
0.3204,-0.0871,0.3204,420.7528,0.0086
0.3269,-0.0842,0.3269,421.0797,0.0065
0.3316,-0.0816,0.3316,421.4113,0.0047
0.3342,-0.0783,0.3342,421.7455,0.0026
0.3349,-0.0752,0.3349,422.0804,0.0007
0.3336,-0.0717,0.3336,422.4140,-0.0013
0.3304,-0.0682,0.3304,422.7444,-0.0032
0.3252,-0.0644,0.3252,423.0696,-0.0052
0.3181,-0.0605,0.3181,423.3877,-0.0071
0.3091,-0.0564,0.3091,423.6968,-0.0090
0.2983,-0.0524,0.2983,423.9951,-0.0108
0.2856,-0.0480,0.2856,424.2807,-0.0127
0.2711,-0.0436,0.2711,424.5518,-0.0145
0.2549,-0.0392,0.2549,424.8067,-0.0162
0.2370,-0.0346,0.2370,425.0437,-0.0179
0.2175,-0.0300,0.2175,425.2612,-0.0195
0.1964,-0.0253,0.1964,425.4576,-0.0211
0.1739,-0.0208,0.1739,425.6315,-0.0225
0.1499,-0.0160,0.1499,425.7814,-0.0240
0.1246,-0.0114,0.1246,425.9060,-0.0253
0.0980,-0.0067,0.0980,426.0040,-0.0266
0.0702,-0.0020,0.0702,426.0742,-0.0278
0.0116,0.0559,0.0116,426.0858,-0.0586
-0.0192,0.0116,-0.0192,426.0666,-0.0308
-0.0503,0.0150,-0.0503,426.0163,-0.0311
-0.0819,0.0189,-0.0819,425.9344,-0.0316
-0.1140,0.0228,-0.1140,425.8204,-0.0321
-0.1465,0.0266,-0.1465,425.6739,-0.0325
-0.1793,0.0302,-0.1793,425.4946,-0.0328
-0.2123,0.0337,-0.2123,425.2823,-0.0330
-0.2453,0.0369,-0.2453,425.0370,-0.0330
-0.2782,0.0399,-0.2782,424.7588,-0.0329
-0.3433,0.1008,-0.3433,424.4155,-0.0651
-0.3753,0.0476,-0.3753,424.0402,-0.0320
-0.4063,0.0489,-0.4063,423.6339,-0.0310
-0.4364,0.0503,-0.4364,423.1975,-0.0301
-0.4654,0.0512,-0.4654,422.7321,-0.0290
-0.4932,0.0519,-0.4932,422.2389,-0.0278
-0.5198,0.0524,-0.5198,421.7191,-0.0266
-0.5454,0.0532,-0.5454,421.1737,-0.0256
-0.5700,0.0539,-0.5700,420.6037,-0.0246
-0.5935,0.0543,-0.5935,420.0102,-0.0235
-0.6158,0.0545,-0.6158,419.3944,-0.0223
-0.6565,0.0897,-0.6565,418.7379,-0.0407
-0.6748,0.0534,-0.6748,418.0631,-0.0183
-0.6914,0.0522,-0.6914,417.3717,-0.0166
-0.7063,0.0508,-0.7063,416.6654,-0.0149
-0.7197,0.0496,-0.7197,415.9457,-0.0134
-0.7314,0.0479,-0.7314,415.2143,-0.0117
-0.7414,0.0460,-0.7414,414.4729,-0.0100
-0.7496,0.0438,-0.7496,413.7233,-0.0082
-0.7562,0.0418,-0.7562,412.9671,-0.0066
-0.7610,0.0392,-0.7610,412.2061,-0.0048
-0.7640,0.0365,-0.7640,411.4421,-0.0030
-0.7646,0.0326,-0.7646,410.6775,-0.0006
-0.7622,0.0273,-0.7622,409.9153,0.0024
-0.7580,0.0240,-0.7580,409.1573,0.0042
-0.7521,0.0206,-0.7521,408.4052,0.0059
-0.7444,0.0169,-0.7444,407.6608,0.0077
-0.7349,0.0130,-0.7349,406.9259,0.0095
-0.7238,0.0093,-0.7238,406.2021,0.0111
-0.7110,0.0052,-0.7110,405.4911,0.0128
-0.6806,-0.0275,-0.6806,404.8105,0.0304
-0.6630,-0.0073,-0.6630,404.1475,0.0176
-0.6442,-0.0111,-0.6442,403.5033,0.0188
-0.6240,-0.0153,-0.6240,402.8793,0.0202
-0.6026,-0.0194,-0.6026,402.2767,0.0214
-0.5799,-0.0237,-0.5799,401.6968,0.0227
-0.5799,0.0150,-0.5799,401.1169,0.0000
-0.5561,-0.0277,-0.5561,400.5608,0.0238
-0.5046,-0.0796,-0.5046,400.0562,0.0515
-0.4771,-0.0414,-0.4771,399.5791,0.0275
-0.4492,-0.0447,-0.4492,399.1299,0.0279
-0.4208,-0.0482,-0.4208,398.7091,0.0284
-0.3920,-0.0516,-0.3920,398.3171,0.0288
-0.3631,-0.0544,-0.3631,397.9540,0.0289
-0.3342,-0.0571,-0.3342,397.6198,0.0289
-0.3050,-0.0604,-0.3050,397.3148,0.0292
-0.2757,-0.0633,-0.2757,397.0391,0.0293
-0.2463,-0.0663,-0.2463,396.7928,0.0294
-0.2169,-0.0690,-0.2169,396.5759,0.0294
-0.1876,-0.0716,-0.1876,396.3883,0.0293
-0.1298,-0.1256,-0.1298,396.2585,0.0578
-0.0736,-0.1282,-0.0736,396.1849,0.0562
-0.0468,-0.0807,-0.0468,396.1381,0.0268
-0.0213,-0.0809,-0.0213,396.1168,0.0255
0.0032,-0.0816,0.0032,396.1200,0.0245
0.0266,-0.0819,0.0266,396.1466,0.0234
0.0487,-0.0818,0.0487,396.1953,0.0221
0.0695,-0.0816,0.0695,396.2648,0.0208
0.1081,-0.1155,0.1081,396.3729,0.0386
0.1257,-0.0815,0.1257,396.4986,0.0176
0.1419,-0.0807,0.1419,396.6405,0.0162
0.1568,-0.0799,0.1568,396.7973,0.0149
0.1704,-0.0790,0.1704,396.9677,0.0136
0.1934,-0.0972,0.1934,397.1611,0.0230
0.2028,-0.0750,0.2028,397.3639,0.0094
0.2105,-0.0728,0.2105,397.5744,0.0077
0.2215,-0.0795,0.2215,397.7959,0.0110
0.2246,-0.0664,0.2246,398.0205,0.0031
0.2261,-0.0639,0.2261,398.2466,0.0015
0.2261,-0.0613,0.2261,398.4727,0.0000
0.2245,-0.0585,0.2245,398.6972,-0.0016
0.2213,-0.0555,0.2213,398.9185,-0.0032
0.2166,-0.0525,0.2166,399.1351,-0.0047
0.2104,-0.0494,0.2104,399.3455,-0.0062
0.1935,-0.0296,0.1935,399.5390,-0.0169
0.1828,-0.0391,0.1828,399.7218,-0.0107
0.1708,-0.0358,0.1708,399.8926,-0.0120
0.1575,-0.0324,0.1575,400.0501,-0.0133
0.1428,-0.0286,0.1428,400.1929,-0.0147
0.1269,-0.0251,0.1269,400.3198,-0.0159
0.1097,-0.0212,0.1097,400.4295,-0.0172
0.0720,0.0172,0.0720,400.5015,-0.0377
0.0515,-0.0101,0.0515,400.5530,-0.0205
0.0303,-0.0069,0.0303,400.5833,-0.0212
0.0082,-0.0033,0.0082,400.5915,-0.0221
-0.0383,0.0426,-0.0383,400.5532,-0.0465
-0.0625,0.0070,-0.0625,400.4907,-0.0242
-0.0870,0.0099,-0.0870,400.4037,-0.0245
-0.1118,0.0128,-0.1118,400.2919,-0.0248
-0.1370,0.0158,-0.1370,400.1549,-0.0252
-0.1624,0.0186,-0.1624,399.9925,-0.0254
-0.2136,0.0674,-0.2136,399.7789,-0.0512
-0.2392,0.0263,-0.2392,399.5397,-0.0256
-0.2644,0.0280,-0.2644,399.2753,-0.0252
-0.2889,0.0292,-0.2889,398.9864,-0.0245
-0.3131,0.0310,-0.3131,398.6733,-0.0242
-0.3369,0.0326,-0.3369,398.3364,-0.0238
-0.3601,0.0339,-0.3601,397.9763,-0.0232
-0.3829,0.0354,-0.3829,397.5934,-0.0228
-0.4049,0.0361,-0.4049,397.1885,-0.0220
-0.4263,0.0372,-0.4263,396.7622,-0.0214
-0.4468,0.0377,-0.4468,396.3154,-0.0205
-0.4666,0.0384,-0.4666,395.8488,-0.0198
-0.5031,0.0703,-0.5031,395.3457,-0.0365
-0.5356,0.0667,-0.5356,394.8101,-0.0325
-0.5498,0.0369,-0.5498,394.2603,-0.0142
-0.5758,0.0595,-0.5758,393.6845,-0.0260
-0.5924,0.0452,-0.5924,393.0921,-0.0166
-0.6168,0.0608,-0.6168,392.4753,-0.0244
-0.6544,0.0869,-0.6544,391.8209,-0.0376
-0.7099,0.1227,-0.7099,391.1110,-0.0555
-0.7869,0.1666,-0.7869,390.3241,-0.0770
-0.8860,0.2137,-0.8860,389.4381,-0.0991
-0.8655,0.0085,-0.8655,388.5726,0.0205
-0.6279,-0.3831,-0.6279,387.9447,0.2376
-0.5633,-0.0950,-0.5633,387.3814,0.0646
-0.5435,-0.0207,-0.5435,386.8379,0.0198
-0.5232,-0.0234,-0.5232,386.3147,0.0203
-0.5020,-0.0269,-0.5020,385.8127,0.0212
-0.4801,-0.0302,-0.4801,385.3326,0.0219
-0.4574,-0.0336,-0.4574,384.8752,0.0227
-0.4338,-0.0374,-0.4338,384.4414,0.0236
-0.4095,-0.0408,-0.4095,384.0319,0.0243
-0.3845,-0.0443,-0.3845,383.6474,0.0250
-0.3589,-0.0478,-0.3589,383.2885,0.0256
-0.3329,-0.0509,-0.3329,382.9556,0.0260
-0.3064,-0.0542,-0.3064,382.6492,0.0265
-0.2796,-0.0572,-0.2796,382.3696,0.0268
-0.2526,-0.0601,-0.2526,382.1170,0.0270
-0.1982,-0.1118,-0.1982,381.9188,0.0544
-0.1710,-0.0682,-0.1710,381.7478,0.0272
-0.1444,-0.0697,-0.1444,381.6034,0.0266
-0.1181,-0.0716,-0.1181,381.4853,0.0263
-0.0421,-0.1633,-0.0421,381.4432,0.0760
-0.0178,-0.0778,-0.0178,381.4254,0.0243
0.0049,-0.0772,0.0049,381.4303,0.0227
0.0265,-0.0774,0.0265,381.4568,0.0216
0.0470,-0.0775,0.0470,381.5038,0.0205
0.0662,-0.0771,0.0662,381.5700,0.0192
0.0842,-0.0768,0.0842,381.6542,0.0180
0.1012,-0.0767,0.1012,381.7554,0.0170
0.1172,-0.0765,0.1172,381.8726,0.0160
0.1320,-0.0759,0.1320,382.0046,0.0148
0.1456,-0.0752,0.1456,382.1502,0.0136
0.1581,-0.0745,0.1581,382.3083,0.0125
0.1692,-0.0732,0.1692,382.4775,0.0111
0.1791,-0.0721,0.1791,382.6566,0.0099
0.1877,-0.0707,0.1877,382.8443,0.0086
0.2008,-0.0797,0.2008,383.0451,0.0131
0.2053,-0.0655,0.2053,383.2504,0.0045
0.2085,-0.0636,0.2085,383.4589,0.0032
0.2144,-0.0688,0.2144,383.6733,0.0059
0.2172,-0.0638,0.2172,383.8905,0.0028
0.2191,-0.0625,0.2191,384.1096,0.0019
0.2098,-0.0426,0.2098,384.3194,-0.0093
0.1949,-0.0316,0.1949,384.5143,-0.0149
0.1855,-0.0401,0.1855,384.6998,-0.0094
0.1748,-0.0369,0.1748,384.8746,-0.0107
0.1625,-0.0330,0.1625,385.0371,-0.0123
0.1489,-0.0295,0.1489,385.1860,-0.0136
0.1340,-0.0259,0.1340,385.3200,-0.0149
0.1180,-0.0226,0.1180,385.4380,-0.0160
0.0828,0.0134,0.0828,385.5208,-0.0352
0.0654,-0.0152,0.0654,385.5862,-0.0174
0.0710,-0.0548,0.0710,385.6572,0.0056
0.1320,-0.1548,0.1320,385.7892,0.0610
0.0615,0.0754,0.0615,385.8507,-0.0705
0.0573,-0.0369,0.0573,385.9080,-0.0042
0.0775,-0.0803,0.0775,385.9855,0.0202
0.0966,-0.0803,0.0966,386.0821,0.0191
0.1143,-0.0796,0.1143,386.1964,0.0177
0.1307,-0.0789,0.1307,386.3271,0.0164
0.1457,-0.0780,0.1457,386.4728,0.0150
0.1595,-0.0773,0.1595,386.6323,0.0138
0.1719,-0.0761,0.1719,386.8042,0.0124
0.1830,-0.0750,0.1830,386.9872,0.0111
0.1927,-0.0735,0.1927,387.1799,0.0097
0.2010,-0.0719,0.2010,387.3809,0.0083
0.2078,-0.0701,0.2078,387.5887,0.0068
0.2132,-0.0682,0.2132,387.8019,0.0054
0.2172,-0.0662,0.2172,388.0191,0.0040
0.2197,-0.0639,0.2197,388.2388,0.0025
0.2207,-0.0615,0.2207,388.4595,0.0010
0.2203,-0.0591,0.2203,388.6798,-0.0004
0.2184,-0.0564,0.2184,388.8982,-0.0019
0.2151,-0.0537,0.2151,389.1133,-0.0033
0.2041,-0.0396,0.2041,389.3174,-0.0110
0.1965,-0.0447,0.1965,389.5139,-0.0076
0.1876,-0.0417,0.1876,389.7015,-0.0089
0.1773,-0.0383,0.1773,389.8788,-0.0103
0.1657,-0.0350,0.1657,390.0445,-0.0116
0.1528,-0.0316,0.1528,390.1973,-0.0129
0.1235,-0.0010,0.1235,390.3208,-0.0293
0.1070,-0.0212,0.1070,390.4278,-0.0165
0.0897,-0.0182,0.0897,390.5175,-0.0173
0.0713,-0.0146,0.0713,390.5888,-0.0184
0.0521,-0.0114,0.0521,390.6409,-0.0192
0.0350,-0.0133,0.0350,390.6759,-0.0171
0.0318,-0.0367,0.0318,390.7077,-0.0032
0.0412,-0.0590,0.0412,390.7489,0.0094
0.0647,-0.0852,0.0647,390.8136,0.0235
0.0918,-0.0939,0.0918,390.9054,0.0271
0.1176,-0.0941,0.1176,391.0230,0.0258
0.1419,-0.0939,0.1419,391.1649,0.0243
0.1856,-0.1311,0.1856,391.3505,0.0437
0.2052,-0.0920,0.2052,391.5557,0.0196
0.2229,-0.0904,0.2229,391.7786,0.0177
0.2530,-0.1144,0.2530,392.0316,0.0301
0.2654,-0.0855,0.2654,392.2970,0.0124
0.2759,-0.0833,0.2759,392.5729,0.0105
0.2847,-0.0813,0.2847,392.8576,0.0088
0.2918,-0.0791,0.2918,393.1494,0.0071
0.2972,-0.0768,0.2972,393.4466,0.0054
0.3010,-0.0744,0.3010,393.7476,0.0038
0.3030,-0.0716,0.3030,394.0506,0.0020
0.3033,-0.0688,0.3033,394.3539,0.0003
0.3019,-0.0658,0.3019,394.6558,-0.0014
0.2989,-0.0628,0.2989,394.9547,-0.0030
0.2941,-0.0593,0.2941,395.2488,-0.0048
0.2877,-0.0560,0.2877,395.5365,-0.0064
0.2796,-0.0524,0.2796,395.8161,-0.0081
0.2699,-0.0488,0.2699,396.0860,-0.0097
0.2586,-0.0450,0.2586,396.3446,-0.0113
0.2457,-0.0411,0.2457,396.5903,-0.0129
0.2314,-0.0374,0.2314,396.8217,-0.0143
0.2155,-0.0331,0.2155,397.0372,-0.0159
0.1983,-0.0293,0.1983,397.2355,-0.0172
0.1796,-0.0250,0.1796,397.4151,-0.0187
0.1597,-0.0211,0.1597,397.5748,-0.0199
0.1161,0.0233,0.1161,397.6909,-0.0436
0.0932,-0.0097,0.0932,397.7841,-0.0229
0.1036,-0.0673,0.1036,397.8877,0.0104
0.0826,-0.0119,0.0826,397.9703,-0.0210
0.1502,-0.1690,0.1502,398.1205,0.0676
0.1838,-0.1144,0.1838,398.3043,0.0336
0.2152,-0.1137,0.2152,398.5195,0.0314
0.2447,-0.1133,0.2447,398.7642,0.0295
0.2722,-0.1125,0.2722,399.0364,0.0275
0.2977,-0.1116,0.2977,399.3341,0.0255
0.3210,-0.1101,0.3210,399.6551,0.0233
0.3423,-0.1087,0.3423,399.9974,0.0213
0.3614,-0.1068,0.3614,400.3588,0.0191
0.3934,-0.1318,0.3934,400.7522,0.0320
0.4064,-0.1008,0.4064,401.1586,0.0130
0.4171,-0.0980,0.4171,401.5757,0.0107
0.4256,-0.0951,0.4256,402.0013,0.0085
0.4530,-0.1299,0.4530,402.4543,0.0274
0.5159,-0.1962,0.5159,402.9702,0.0629
0.6125,-0.2628,0.6125,403.5827,0.0966
0.7107,-0.2749,0.7107,404.2934,0.0982
0.8938,-0.4367,0.8938,405.1872,0.1831
0.9781,-0.2768,0.9781,406.1653,0.0843
1.0564,-0.2742,1.0564,407.2217,0.0783
1.1294,-0.2722,1.1294,408.3511,0.0730
1.1971,-0.2698,1.1971,409.5482,0.0677
1.2594,-0.2666,1.2594,410.8076,0.0623
1.3165,-0.2633,1.3165,412.1241,0.0571
1.3681,-0.2590,1.3681,413.4922,0.0516
1.4144,-0.2546,1.4144,414.9066,0.0463
1.4912,-0.3139,1.4912,416.3978,0.0768
1.5217,-0.2382,1.5217,417.9195,0.0305
1.5217,-0.1865,1.5217,419.4412,0.0000
1.5678,-0.2694,1.5678,421.0090,0.0461
1.5837,-0.2197,1.5837,422.5927,0.0159
1.5945,-0.2123,1.5945,424.1872,0.0108
1.6008,-0.2054,1.6008,425.7880,0.0063
1.6027,-0.1982,1.6027,427.3907,0.0019
1.6003,-0.1908,1.6003,428.9910,-0.0024
1.5936,-0.1831,1.5936,430.5846,-0.0067
1.5827,-0.1750,1.5827,432.1673,-0.0109
1.5781,-0.1855,1.5781,433.7454,-0.0046
1.5997,-0.2322,1.5997,435.3451,0.0216
1.6338,-0.2569,1.6338,436.9789,0.0341
1.6981,-0.3145,1.6981,438.6770,0.0643
1.7638,-0.3233,1.7638,440.4408,0.0657
1.8243,-0.3204,1.8243,442.2651,0.0605
1.8790,-0.3159,1.8790,444.1441,0.0547
1.9280,-0.3111,1.9280,446.0721,0.0490
1.9713,-0.3057,1.9713,448.0434,0.0433
2.0090,-0.3000,2.0090,450.0524,0.0377
2.0412,-0.2939,2.0412,452.0936,0.0322
2.0679,-0.2873,2.0679,454.1615,0.0267
2.0893,-0.2805,2.0893,456.2508,0.0214
2.1058,-0.2739,2.1058,458.3566,0.0165
2.1173,-0.2667,2.1173,460.4739,0.0115
2.1240,-0.2594,2.1240,462.5979,0.0067
2.1256,-0.2511,2.1256,464.7235,0.0016
2.1224,-0.2429,2.1224,466.8459,-0.0032
2.1143,-0.2340,2.1143,468.9602,-0.0081
2.1013,-0.2246,2.1013,471.0615,-0.0130
2.1147,-0.2710,2.1147,473.1762,0.0134
2.2257,-0.4477,2.2257,475.4019,0.1110
2.1752,-0.1686,2.1752,477.5771,-0.0505
2.2528,-0.3939,2.2528,479.8299,0.0776
2.3430,-0.4241,2.3430,482.1729,0.0902
2.4328,-0.4322,2.4328,484.6057,0.0898
2.5157,-0.4286,2.5157,487.1214,0.0829
2.5916,-0.4242,2.5916,489.7130,0.0759
2.6605,-0.4191,2.6605,492.3735,0.0689
2.7225,-0.4135,2.7225,495.0960,0.0620
2.7777,-0.4075,2.7777,497.8737,0.0552
2.8263,-0.4012,2.8263,500.7000,0.0486
2.8684,-0.3944,2.8684,503.5684,0.0421
2.9334,-0.4398,2.9334,506.5018,0.0650
2.9566,-0.3713,2.9566,509.4584,0.0232
2.9735,-0.3625,2.9735,512.4319,0.0169
2.9847,-0.3541,2.9847,515.4166,0.0112
2.9904,-0.3456,2.9904,518.4070,0.0057
2.9906,-0.3366,2.9906,521.3976,0.0002
2.9857,-0.3277,2.9857,524.3833,-0.0049
2.9756,-0.3182,2.9756,527.3589,-0.0101
2.9603,-0.3083,2.9603,530.3192,-0.0153
2.9400,-0.2981,2.9400,533.2592,-0.0203
2.9146,-0.2873,2.9146,536.1738,-0.0254
2.8842,-0.2762,2.8842,539.0580,-0.0304
2.8087,-0.1927,2.8087,541.8667,-0.0755
2.7135,-0.1504,2.7135,544.5802,-0.0952
2.6591,-0.2149,2.6591,547.2393,-0.0544
2.5657,-0.1399,2.5657,549.8050,-0.0934
2.5226,-0.2216,2.5226,552.3276,-0.0431
2.5218,-0.2937,2.5218,554.8494,-0.0008
2.5253,-0.3016,2.5253,557.3747,0.0035
2.5243,-0.2941,2.5243,559.8990,-0.0010
2.5185,-0.2856,2.5185,562.4175,-0.0058
2.5080,-0.2769,2.5080,564.9255,-0.0105
2.4959,-0.2733,2.4959,567.4214,-0.0121
2.4787,-0.2632,2.4787,569.9001,-0.0172
2.4565,-0.2529,2.4565,572.3566,-0.0222
2.4295,-0.2424,2.4295,574.7861,-0.0270
2.3975,-0.2311,2.3975,577.1836,-0.0320
2.3608,-0.2198,2.3608,579.5444,-0.0367
2.3194,-0.2081,2.3194,581.8638,-0.0414
2.2733,-0.1960,2.2733,584.1371,-0.0461
2.2228,-0.1840,2.2228,586.3599,-0.0505
2.1678,-0.1713,2.1678,588.5277,-0.0550
2.1085,-0.1586,2.1085,590.6362,-0.0593
2.0450,-0.1456,2.0450,592.6812,-0.0635
1.9774,-0.1324,1.9774,594.6586,-0.0676
1.9058,-0.1190,1.9058,596.5644,-0.0716
1.8304,-0.1055,1.8304,598.3948,-0.0754
1.7513,-0.0919,1.7513,600.1461,-0.0791
1.6794,-0.0975,1.6794,601.8255,-0.0719
1.5858,-0.0519,1.5858,603.4113,-0.0936
1.5653,-0.1744,1.5653,604.9766,-0.0205
1.5491,-0.1803,1.5491,606.5257,-0.0162
1.5293,-0.1724,1.5293,608.0550,-0.0198
1.5060,-0.1644,1.5060,609.5610,-0.0233
1.4792,-0.1561,1.4792,611.0402,-0.0268
1.4489,-0.1474,1.4489,612.4891,-0.0303
1.4151,-0.1384,1.4151,613.9042,-0.0338
1.4151,-0.1960,1.4151,615.3193,0.0000
1.3780,-0.1295,1.3780,616.6973,-0.0371
1.2924,-0.0391,1.2924,617.9897,-0.0856
1.2444,-0.0985,1.2444,619.2341,-0.0480
1.1938,-0.0894,1.1938,620.4279,-0.0506
1.1401,-0.0792,1.1401,621.5680,-0.0537
1.0836,-0.0692,1.0836,622.6516,-0.0565
1.0243,-0.0589,1.0243,623.6759,-0.0593
0.9624,-0.0487,0.9624,624.6383,-0.0619
0.8980,-0.0384,0.8980,625.5363,-0.0644
0.8312,-0.0280,0.8312,626.3675,-0.0668
0.7622,-0.0178,0.7622,627.1297,-0.0690
0.6912,-0.0077,0.6912,627.8209,-0.0710
0.6912,-0.1285,0.6912,628.5121,0.0000
0.6183,0.0023,0.6183,629.1304,-0.0729
0.5427,0.0140,0.5427,629.6731,-0.0756
0.4655,0.0240,0.4655,630.1386,-0.0772
0.3868,0.0340,0.3868,630.5254,-0.0787
0.3068,0.0438,0.3068,630.8322,-0.0800
0.2295,0.0465,0.2295,631.0617,-0.0773
0.1792,0.0054,0.1792,631.2409,-0.0503
0.1602,-0.0461,0.1602,631.4011,-0.0190
0.1640,-0.0852,0.1640,631.5651,0.0038
0.1679,-0.0858,0.1679,631.7330,0.0039
0.1679,-0.0791,0.1679,631.9009,0.0000
0.1705,-0.0838,0.1705,632.0714,0.0026
0.1717,-0.0816,0.1717,632.2431,0.0012
0.1716,-0.0794,0.1716,632.4147,-0.0001
0.1701,-0.0769,0.1701,632.5848,-0.0015
0.1672,-0.0742,0.1672,632.7520,-0.0029
0.1629,-0.0715,0.1629,632.9149,-0.0043
0.1572,-0.0686,0.1572,633.0721,-0.0057
0.1502,-0.0657,0.1502,633.2223,-0.0070
0.1502,-0.0776,0.1502,633.3725,0.0000
0.1418,-0.0625,0.1418,633.5143,-0.0084
0.1319,-0.0591,0.1319,633.6462,-0.0099
0.1206,-0.0556,0.1206,633.7668,-0.0113
0.1081,-0.0524,0.1081,633.8749,-0.0125
0.1081,-0.0737,0.1081,633.9830,0.0000
0.0942,-0.0487,0.0942,634.0772,-0.0139
0.0789,-0.0449,0.0789,634.1561,-0.0153
0.0623,-0.0411,0.0623,634.2184,-0.0166
0.0444,-0.0372,0.0444,634.2628,-0.0179
0.0444,-0.0676,0.0444,634.3072,0.0000
0.0254,-0.0335,0.0254,634.3326,-0.0190
0.0050,-0.0292,0.0050,634.3376,-0.0204
-0.0165,-0.0253,-0.0165,634.3211,-0.0215
-0.0392,-0.0211,-0.0392,634.2819,-0.0227
-0.0392,-0.0597,-0.0392,634.2427,0.0000
-0.0628,-0.0173,-0.0628,634.1799,-0.0236
-0.0866,-0.0147,-0.0866,634.0933,-0.0238
-0.1052,-0.0218,-0.1052,633.9881,-0.0186
-0.1052,-0.0534,-0.1052,633.8829,0.0000
-0.1177,-0.0309,-0.1177,633.7652,-0.0125
-0.1281,-0.0335,-0.1281,633.6371,-0.0104
-0.1395,-0.0307,-0.1395,633.4976,-0.0114
-0.1395,-0.0501,-0.1395,633.3581,0.0000
-0.1519,-0.0278,-0.1519,633.2062,-0.0124
-0.1652,-0.0250,-0.1652,633.0410,-0.0133
-0.1794,-0.0221,-0.1794,632.8616,-0.0142
-0.1794,-0.0462,-0.1794,632.6822,0.0000
-0.1945,-0.0191,-0.1945,632.4877,-0.0151
-0.2105,-0.0160,-0.2105,632.2772,-0.0160
-0.2273,-0.0131,-0.2273,632.0499,-0.0168
-0.2273,-0.0416,-0.2273,631.8226,0.0000
-0.2448,-0.0102,-0.2448,631.5778,-0.0175
-0.2632,-0.0068,-0.2632,631.3146,-0.0184
-0.2822,-0.0040,-0.2822,631.0324,-0.0190
-0.3018,-0.0011,-0.3018,630.7306,-0.0196
-0.3219,0.0017,-0.3219,630.4087,-0.0201
-0.3219,-0.0324,-0.3219,630.0868,0.0000
-0.3424,0.0044,-0.3424,629.7444,-0.0205
-0.3636,0.0076,-0.3636,629.3808,-0.0212
-0.3851,0.0102,-0.3851,628.9957,-0.0215
-0.3851,-0.0263,-0.3851,628.6106,0.0000
-0.4069,0.0129,-0.4069,628.2037,-0.0218
-0.4292,0.0159,-0.4292,627.7745,-0.0223
-0.4517,0.0184,-0.4517,627.3228,-0.0225
-0.4517,-0.0198,-0.4517,626.8711,0.0000
-0.4742,0.0207,-0.4742,626.3969,-0.0225
-0.4971,0.0236,-0.4971,625.8998,-0.0229
-0.5200,0.0258,-0.5200,625.3798,-0.0229
-0.5333,0.0108,-0.5333,624.8465,-0.0133
-0.5333,-0.0118,-0.5333,624.3132,0.0000
0.5575,-1.0000,0.5575,624.8707,1.0908
0.4988,-0.0101,0.4988,625.3695,-0.0587
-0.4611,1.0000,-0.4611,624.9084,-0.9599
-0.4611,-0.0186,-0.4611,624.4473,0.0000
-0.4266,-0.0805,-0.4266,624.0207,0.0345
-0.3917,-0.0845,-0.3917,623.6290,0.0349
-0.3578,-0.0860,-0.3578,623.2712,0.0339
-0.3578,-0.0283,-0.3578,622.9134,0.0000
-0.3250,-0.0871,-0.3250,622.5884,0.0328
-0.2930,-0.0888,-0.2930,622.2954,0.0320
